person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
22,77182,RENT,6.0,EDUCATION,C,6800,13.22,0,0.09,N,3
25,96050,RENT,9.0,MEDICAL,D,6500,14.61,1,0.06,N,2
23,25000,RENT,4.0,DEBTCONSOLIDATION,B,6475,9.91,0,0.26,N,3
25,53000,RENT,1.0,PERSONAL,B,6475,10.59,0,0.12,N,4
23,80000,RENT,4.0,PERSONAL,A,6475,6.99,1,0.08,N,3
26,47360,MORTGAGE,10.0,HOMEIMPROVEMENT,D,6000,14.61,1,0.13,Y,3
22,29361,RENT,4.0,HOMEIMPROVEMENT,B,6450,,1,0.22,N,3
26,53400,OWN,3.0,EDUCATION,B,13600,10.99,0,0.25,N,4
25,31000,RENT,1.0,HOMEIMPROVEMENT,D,6450,14.42,1,0.21,Y,3
25,53481,OWN,4.0,EDUCATION,A,15000,6.03,0,0.28,N,3
24,70000,RENT,0.0,MEDICAL,C,6425,13.72,0,0.09,N,2
23,53500,MORTGAGE,,DEBTCONSOLIDATION,B,2000,9.62,0,0.04,N,4
21,20000,RENT,4.0,PERSONAL,B,6400,10.99,1,0.32,N,3
22,24000,RENT,3.0,EDUCATION,C,6400,,0,0.27,Y,3
21,24000,RENT,0.0,EDUCATION,B,6400,10.95,0,0.27,N,3
23,25000,RENT,0.0,EDUCATION,C,6400,12.84,0,0.26,N,3
24,26400,RENT,2.0,MEDICAL,B,6400,10.37,0,0.24,N,3
24,28000,RENT,3.0,VENTURE,E,6400,14.75,0,0.23,N,2
22,29000,RENT,0.0,EDUCATION,C,6400,,0,0.22,Y,4
25,29120,RENT,0.0,HOMEIMPROVEMENT,D,6400,16.29,1,0.22,N,2
23,30000,RENT,2.0,EDUCATION,A,6400,6.99,0,0.21,N,4
26,53595,MORTGAGE,3.0,PERSONAL,A,6000,7.88,0,0.11,N,2
22,30000,RENT,,HOMEIMPROVEMENT,D,6400,15.99,1,0.21,N,2
23,30000,RENT,3.0,VENTURE,C,6400,,0,0.21,Y,3
23,30000,RENT,2.0,MEDICAL,A,6400,,0,0.21,N,3
23,53664,MORTGAGE,7.0,EDUCATION,B,15000,10.75,0,0.28,N,4
21,53684,MORTGAGE,5.0,EDUCATION,D,16000,15.65,0,0.3,Y,4
22,30000,RENT,1.0,DEBTCONSOLIDATION,E,6400,16.0,1,0.21,N,3
23,53724,MORTGAGE,7.0,EDUCATION,A,8600,6.03,0,0.16,N,3
25,53742,MORTGAGE,9.0,HOMEIMPROVEMENT,A,10750,5.79,0,0.2,N,2
25,30500,RENT,5.0,MEDICAL,B,6400,11.49,0,0.21,N,4
26,31200,RENT,1.0,VENTURE,A,6400,7.51,0,0.21,N,3
24,53800,MORTGAGE,4.0,DEBTCONSOLIDATION,B,6000,10.99,0,0.11,N,2
23,47800,MORTGAGE,4.0,MEDICAL,B,18000,10.95,1,0.38,N,3
22,53808,MORTGAGE,5.0,PERSONAL,A,6000,8.9,0,0.11,N,2
22,31224,RENT,0.0,MEDICAL,A,6400,9.32,0,0.2,N,4
22,53832,MORTGAGE,2.0,MEDICAL,C,11700,12.87,0,0.22,N,2
21,53851,MORTGAGE,2.0,DEBTCONSOLIDATION,B,12000,10.0,0,0.22,N,2
21,53876,MORTGAGE,,PERSONAL,C,2700,14.72,0,0.05,N,4
22,53913,MORTGAGE,6.0,VENTURE,A,11500,5.99,0,0.21,N,4
22,53947,OWN,0.0,PERSONAL,B,6400,9.62,0,0.12,N,4
23,53976,MORTGAGE,7.0,EDUCATION,B,2000,10.74,0,0.04,N,3
26,31836,RENT,1.0,VENTURE,C,6400,14.35,0,0.2,N,4
22,54000,MORTGAGE,6.0,MEDICAL,A,5000,6.03,0,0.09,N,2
23,32000,RENT,4.0,EDUCATION,A,6400,8.9,0,0.2,N,4
24,33000,RENT,8.0,MEDICAL,B,6400,9.99,0,0.19,N,2
26,34200,RENT,2.0,HOMEIMPROVEMENT,D,6400,17.49,1,0.19,Y,3
26,54000,MORTGAGE,10.0,EDUCATION,A,5000,6.62,0,0.09,N,2
21,35000,RENT,3.0,MEDICAL,B,6400,12.69,0,0.18,N,4
22,29000,RENT,4.0,DEBTCONSOLIDATION,E,6400,15.95,1,0.22,Y,4
22,54000,MORTGAGE,3.0,PERSONAL,A,15750,6.62,0,0.29,N,4
23,35000,RENT,2.0,EDUCATION,C,6400,,0,0.18,N,4
26,54000,MORTGAGE,4.0,PERSONAL,A,9600,6.62,0,0.18,N,3
23,54000,MORTGAGE,7.0,EDUCATION,B,4800,12.42,0,0.09,N,2
26,36000,RENT,10.0,MEDICAL,A,6400,5.99,0,0.18,N,3
23,37000,RENT,4.0,DEBTCONSOLIDATION,A,6400,,0,0.17,N,4
23,54000,MORTGAGE,7.0,MEDICAL,A,6000,6.03,0,0.11,N,4
26,37850,RENT,1.0,PERSONAL,B,6400,9.88,0,0.17,N,2
23,54000,MORTGAGE,2.0,VENTURE,A,7000,6.62,0,0.13,N,3
25,54000,OWN,9.0,EDUCATION,C,15000,,0,0.28,Y,4
22,54000,MORTGAGE,5.0,MEDICAL,B,7000,10.65,0,0.13,N,4
23,54000,MORTGAGE,5.0,VENTURE,B,8500,12.42,0,0.16,N,2
25,38000,RENT,3.0,VENTURE,A,6400,7.88,0,0.17,N,3
24,39500,RENT,0.0,PERSONAL,B,6400,10.36,0,0.16,N,2
25,41508,RENT,,MEDICAL,C,6400,14.79,0,0.15,N,3
22,54000,OWN,,PERSONAL,B,25000,,0,0.46,N,3
22,38000,RENT,2.0,DEBTCONSOLIDATION,F,6400,20.62,1,0.17,N,3
25,54000,MORTGAGE,6.0,VENTURE,E,7000,18.64,0,0.13,N,3
26,46000,RENT,2.0,MEDICAL,B,6400,9.67,0,0.14,N,4
22,46300,RENT,1.0,EDUCATION,A,6400,,0,0.14,N,4
22,54000,MORTGAGE,4.0,MEDICAL,B,15000,11.99,0,0.28,N,2
23,54000,MORTGAGE,,DEBTCONSOLIDATION,B,5000,9.99,0,0.09,N,3
26,48000,MORTGAGE,0.0,EDUCATION,A,15000,5.99,1,0.31,N,2
24,54000,MORTGAGE,7.0,PERSONAL,A,5000,5.42,0,0.09,N,4
22,48000,MORTGAGE,3.0,VENTURE,D,6500,15.99,1,0.14,Y,2
25,54000,MORTGAGE,7.0,EDUCATION,B,5500,10.59,0,0.1,N,4
26,48000,RENT,2.0,DEBTCONSOLIDATION,C,6400,13.47,0,0.13,Y,3
23,54000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,1400,5.42,0,0.03,N,4
25,50000,RENT,0.0,HOMEIMPROVEMENT,B,6400,9.91,0,0.13,N,4
25,48000,MORTGAGE,8.0,PERSONAL,A,2250,8.49,1,0.05,N,3
23,50000,RENT,6.0,EDUCATION,E,6400,20.2,0,0.13,N,2
24,54000,MORTGAGE,8.0,PERSONAL,A,13000,7.49,0,0.24,N,2
21,48000,MORTGAGE,5.0,DEBTCONSOLIDATION,D,18000,15.62,1,0.38,Y,3
23,50000,RENT,3.0,VENTURE,A,6400,6.91,0,0.13,N,2
24,54000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,8500,10.99,0,0.16,N,3
25,55000,RENT,0.0,EDUCATION,B,6400,10.71,0,0.12,N,3
22,54000,MORTGAGE,4.0,EDUCATION,D,5000,15.62,0,0.09,N,2
24,49200,RENT,2.0,MEDICAL,D,6400,,1,0.13,N,3
22,54000,OWN,2.0,VENTURE,B,2000,10.99,0,0.04,N,3
25,54000,MORTGAGE,7.0,PERSONAL,D,12000,16.49,0,0.22,Y,3
24,54000,MORTGAGE,5.0,PERSONAL,A,8000,7.49,0,0.15,N,4
24,54000,MORTGAGE,3.0,PERSONAL,B,8000,10.99,0,0.15,N,3
24,60000,RENT,2.0,DEBTCONSOLIDATION,A,6400,,0,0.11,N,4
23,54000,MORTGAGE,7.0,MEDICAL,B,8800,10.99,0,0.16,N,4
22,62502,RENT,3.0,PERSONAL,B,6400,11.71,0,0.1,N,3
22,62758,RENT,2.0,EDUCATION,A,6400,8.49,0,0.1,N,3
24,54000,MORTGAGE,5.0,VENTURE,A,4000,5.42,0,0.07,N,2
23,54000,MORTGAGE,7.0,PERSONAL,A,2000,5.42,0,0.04,N,2
24,54000,MORTGAGE,5.0,VENTURE,A,11000,5.42,0,0.2,N,2
24,65000,RENT,2.0,DEBTCONSOLIDATION,B,6400,10.65,0,0.1,N,2
24,65000,RENT,1.0,VENTURE,B,6400,9.99,0,0.1,N,4
23,54000,MORTGAGE,8.0,VENTURE,A,3000,5.42,0,0.06,N,2
21,70000,RENT,4.0,PERSONAL,D,6400,17.49,0,0.09,N,4
22,54000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,3000,10.0,0,0.06,N,3
25,54000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,13000,6.92,0,0.24,N,4
22,71500,RENT,2.0,EDUCATION,C,6400,13.11,0,0.09,Y,2
22,72000,RENT,5.0,EDUCATION,A,6400,6.91,0,0.09,N,2
26,54000,MORTGAGE,3.0,MEDICAL,A,5000,5.79,0,0.09,N,3
25,75000,RENT,5.0,PERSONAL,D,6400,15.99,0,0.09,Y,2
26,69000,RENT,6.0,EDUCATION,E,6400,16.4,1,0.09,Y,4
26,54000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,7200,5.42,0,0.13,N,2
25,54000,MORTGAGE,2.0,PERSONAL,B,4000,11.11,0,0.07,N,3
24,75000,RENT,4.0,VENTURE,B,6400,10.36,0,0.09,N,4
24,76800,RENT,0.0,EDUCATION,A,6400,7.51,0,0.08,N,3
25,54000,MORTGAGE,9.0,VENTURE,A,8000,6.92,0,0.15,N,4
25,54000,MORTGAGE,4.0,MEDICAL,B,8400,11.11,0,0.16,N,4
24,80000,RENT,6.0,MEDICAL,A,6400,7.49,0,0.08,N,4
21,54000,OWN,5.0,VENTURE,B,20000,10.74,0,0.37,N,2
25,54000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,5100,9.62,0,0.09,N,4
24,93500,RENT,2.0,VENTURE,C,6400,13.23,0,0.07,Y,3
22,110000,RENT,6.0,MEDICAL,A,6400,9.32,0,0.06,N,4
25,54000,MORTGAGE,1.0,EDUCATION,A,6000,6.17,0,0.11,N,4
25,110500,RENT,9.0,VENTURE,D,6400,13.67,0,0.06,N,3
24,112000,RENT,8.0,HOMEIMPROVEMENT,A,6400,6.62,0,0.06,N,2
22,54000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,13200,9.99,0,0.24,N,4
22,54000,MORTGAGE,5.0,EDUCATION,C,12000,12.23,0,0.22,Y,3
23,48000,MORTGAGE,8.0,MEDICAL,D,1400,14.83,1,0.03,Y,2
24,77500,RENT,0.0,DEBTCONSOLIDATION,B,6800,10.99,0,0.09,N,3
24,54000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,4000,9.99,0,0.07,N,4
26,54000,MORTGAGE,5.0,EDUCATION,B,10000,8.88,0,0.19,N,4
24,74000,RENT,7.0,DEBTCONSOLIDATION,E,6800,20.3,1,0.09,Y,2
26,48000,MORTGAGE,11.0,MEDICAL,A,5000,7.14,1,0.1,N,2
26,87360,RENT,1.0,EDUCATION,C,6800,12.99,0,0.08,N,3
23,54000,MORTGAGE,4.0,MEDICAL,B,2700,11.86,0,0.05,N,3
22,54000,MORTGAGE,1.0,MEDICAL,C,4000,13.98,0,0.07,N,4
23,124000,RENT,3.0,DEBTCONSOLIDATION,A,6800,6.03,0,0.05,N,2
24,24000,RENT,0.0,MEDICAL,A,6825,5.42,0,0.28,N,4
26,37000,RENT,0.0,VENTURE,A,6825,7.49,0,0.18,N,2
23,73000,RENT,0.0,DEBTCONSOLIDATION,B,6825,10.99,0,0.09,N,3
25,42000,RENT,6.0,VENTURE,B,6850,,0,0.16,N,4
22,47000,RENT,3.0,DEBTCONSOLIDATION,B,6850,10.65,1,0.15,N,4
25,57000,RENT,3.0,MEDICAL,A,6850,,0,0.12,N,4
23,54000,MORTGAGE,0.0,EDUCATION,B,10000,11.49,0,0.19,N,4
22,60000,RENT,1.0,EDUCATION,A,6850,7.14,0,0.11,N,2
25,80266,RENT,5.0,MEDICAL,B,6875,11.86,0,0.09,N,2
24,54000,MORTGAGE,9.0,MEDICAL,C,15600,13.61,0,0.29,Y,4
22,28000,RENT,5.0,DEBTCONSOLIDATION,B,6900,9.99,0,0.25,N,3
24,33000,RENT,2.0,HOMEIMPROVEMENT,E,6900,17.56,1,0.21,Y,3
24,47480,RENT,8.0,MEDICAL,B,6900,9.88,0,0.15,N,2
25,58000,RENT,5.0,VENTURE,A,6900,7.66,0,0.12,N,4
23,54000,OWN,7.0,VENTURE,A,6000,7.51,0,0.11,N,3
23,48000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,16800,14.59,1,0.35,N,2
26,54000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,10000,7.51,0,0.19,N,3
25,54000,MORTGAGE,9.0,PERSONAL,C,16000,,0,0.3,N,4
23,54000,MORTGAGE,3.0,VENTURE,B,10000,9.88,0,0.19,N,2
21,25000,RENT,6.0,EDUCATION,B,6925,11.71,0,0.28,N,3
26,54000,MORTGAGE,5.0,PERSONAL,A,14000,7.88,0,0.26,N,3
26,34000,RENT,10.0,DEBTCONSOLIDATION,D,6925,15.99,1,0.2,N,3
22,78000,RENT,0.0,VENTURE,B,6925,9.62,0,0.09,N,4
21,48000,MORTGAGE,1.0,EDUCATION,B,3500,10.25,1,0.07,N,3
21,54000,MORTGAGE,4.0,PERSONAL,B,10000,,0,0.19,N,4
26,54000,MORTGAGE,9.0,PERSONAL,A,10800,7.88,0,0.2,N,3
22,25000,RENT,2.0,PERSONAL,C,7000,13.85,0,0.28,Y,3
24,54000,OWN,8.0,EDUCATION,C,1200,13.11,0,0.02,Y,3
21,54000,MORTGAGE,5.0,VENTURE,A,13000,7.51,0,0.24,N,4
22,25000,RENT,0.0,MEDICAL,C,7000,12.87,0,0.28,Y,2
25,26004,RENT,8.0,DEBTCONSOLIDATION,A,7000,6.92,0,0.27,N,3
24,54000,OWN,8.0,PERSONAL,B,10000,10.99,0,0.19,N,3
22,54000,MORTGAGE,3.0,PERSONAL,A,9000,7.51,0,0.17,N,3
25,54000,OWN,5.0,HOMEIMPROVEMENT,B,8000,11.83,0,0.15,N,3
24,54000,MORTGAGE,9.0,MEDICAL,A,8525,8.59,0,0.16,N,4
21,26400,RENT,,PERSONAL,D,7000,14.84,1,0.27,Y,3
24,54000,MORTGAGE,2.0,VENTURE,A,8700,7.05,0,0.16,N,4
23,26400,RENT,0.0,MEDICAL,A,7000,7.4,0,0.27,N,2
23,27000,RENT,4.0,PERSONAL,C,7000,13.79,0,0.26,N,2
24,54000,MORTGAGE,5.0,MEDICAL,B,9000,11.14,0,0.17,N,4
21,27600,RENT,5.0,EDUCATION,A,7000,5.99,0,0.25,N,2
24,54000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,3000,7.05,0,0.06,N,2
22,54000,MORTGAGE,6.0,PERSONAL,A,7000,8.94,0,0.13,N,2
24,27600,RENT,4.0,PERSONAL,D,7000,15.62,1,0.25,Y,4
22,48000,MORTGAGE,6.0,EDUCATION,D,12000,16.0,1,0.25,N,4
23,54000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,3000,,0,0.06,N,3
26,54000,MORTGAGE,10.0,DEBTCONSOLIDATION,A,9000,8.94,0,0.17,N,4
25,27600,RENT,2.0,MEDICAL,B,7000,9.76,0,0.25,N,4
23,28000,RENT,4.0,EDUCATION,B,7000,10.62,0,0.25,N,2
23,54000,MORTGAGE,1.0,EDUCATION,C,13650,,0,0.25,Y,2
23,28038,RENT,2.0,DEBTCONSOLIDATION,A,7000,7.88,0,0.25,N,4
23,54000,OWN,4.0,DEBTCONSOLIDATION,D,2800,14.42,0,0.05,N,3
25,28500,RENT,0.0,DEBTCONSOLIDATION,B,7000,10.0,0,0.25,N,3
26,28608,RENT,2.0,MEDICAL,A,7000,6.92,0,0.24,N,3
23,54000,MORTGAGE,7.0,MEDICAL,A,13500,9.63,0,0.25,N,2
23,28685,RENT,3.0,DEBTCONSOLIDATION,C,7000,12.73,0,0.24,N,2
26,28800,RENT,4.0,MEDICAL,A,7000,5.42,0,0.24,N,4
23,28800,RENT,4.0,MEDICAL,A,7000,7.49,0,0.24,N,4
23,30000,RENT,0.0,VENTURE,B,7000,12.69,0,0.23,N,2
22,30000,RENT,0.0,MEDICAL,A,7000,8.9,0,0.23,N,4
21,30000,RENT,2.0,PERSONAL,B,7000,10.99,1,0.23,N,2
21,54036,MORTGAGE,3.0,MEDICAL,B,8000,11.36,0,0.15,N,2
22,30000,RENT,4.0,DEBTCONSOLIDATION,D,7000,16.49,1,0.23,Y,3
26,54080,OWN,10.0,EDUCATION,A,5000,7.51,0,0.09,N,3
24,54080,MORTGAGE,8.0,PERSONAL,A,8000,8.63,0,0.15,N,4
22,30000,RENT,6.0,MEDICAL,B,7000,9.62,1,0.23,N,4
25,30000,RENT,1.0,MEDICAL,B,7000,10.62,0,0.23,N,3
26,54200,MORTGAGE,3.0,HOMEIMPROVEMENT,A,7000,7.49,0,0.13,N,3
25,30000,RENT,4.0,MEDICAL,A,7000,7.74,0,0.23,N,2
22,30000,RENT,2.0,MEDICAL,F,7000,17.58,1,0.23,N,2
22,54252,MORTGAGE,6.0,DEBTCONSOLIDATION,A,3500,6.39,0,0.06,N,2
26,30000,RENT,2.0,MEDICAL,B,7000,10.71,0,0.23,N,4
25,54300,MORTGAGE,,PERSONAL,A,8000,6.92,0,0.15,N,4
21,30600,RENT,,DEBTCONSOLIDATION,A,7000,7.29,0,0.23,N,2
24,30996,RENT,7.0,VENTURE,E,7000,16.63,0,0.23,Y,4
25,31000,RENT,9.0,EDUCATION,A,7000,7.51,0,0.23,N,4
26,31000,RENT,6.0,EDUCATION,A,7000,,0,0.23,N,2
25,31200,RENT,2.0,EDUCATION,A,7000,7.88,0,0.22,N,2
22,31221,RENT,4.0,EDUCATION,B,7000,11.83,0,0.22,N,4
21,32000,RENT,3.0,VENTURE,B,7000,11.49,0,0.22,N,2
24,54400,MORTGAGE,8.0,DEBTCONSOLIDATION,C,12000,,0,0.22,Y,4
24,54400,MORTGAGE,8.0,HOMEIMPROVEMENT,A,3300,7.66,0,0.06,N,2
24,48442,MORTGAGE,8.0,DEBTCONSOLIDATION,D,9800,15.7,1,0.2,N,2
25,54499,MORTGAGE,2.0,HOMEIMPROVEMENT,A,12000,9.63,0,0.22,N,4
22,54500,MORTGAGE,6.0,EDUCATION,B,7500,10.59,0,0.14,N,3
23,32000,RENT,0.0,HOMEIMPROVEMENT,C,7000,14.26,1,0.22,N,4
22,32340,RENT,6.0,DEBTCONSOLIDATION,A,7000,6.62,0,0.22,N,2
24,32400,RENT,1.0,MEDICAL,C,7000,13.98,0,0.22,Y,2
22,32769,RENT,3.0,VENTURE,A,7000,7.29,0,0.21,N,3
26,54528,MORTGAGE,9.0,HOMEIMPROVEMENT,A,10000,8.94,0,0.18,N,3
22,54566,MORTGAGE,6.0,PERSONAL,B,4000,12.53,0,0.07,N,2
26,54578,OWN,10.0,HOMEIMPROVEMENT,B,24250,12.18,0,0.44,N,4
23,33000,RENT,0.0,EDUCATION,A,7000,6.62,0,0.21,N,2
23,33000,RENT,2.0,VENTURE,A,7000,7.9,0,0.21,N,2
23,33000,RENT,1.0,DEBTCONSOLIDATION,C,7000,13.61,0,0.21,N,4
22,48600,MORTGAGE,6.0,EDUCATION,B,12000,12.42,1,0.25,N,4
26,54600,MORTGAGE,10.0,PERSONAL,B,4800,,0,0.09,N,2
24,48600,MORTGAGE,1.0,EDUCATION,D,8000,,1,0.16,N,4
22,33000,RENT,2.0,DEBTCONSOLIDATION,B,7000,,0,0.21,N,2
24,33198,RENT,3.0,MEDICAL,C,7000,14.27,1,0.21,N,3
24,33600,RENT,0.0,PERSONAL,C,7000,13.61,0,0.21,Y,4
26,33996,RENT,10.0,VENTURE,A,7000,8.0,0,0.21,N,2
24,33996,RENT,1.0,DEBTCONSOLIDATION,C,7000,13.16,1,0.21,N,3
23,34482,RENT,7.0,PERSONAL,B,7000,10.99,0,0.2,N,4
23,34800,RENT,0.0,MEDICAL,B,7000,11.99,1,0.2,N,2
20,34800,RENT,3.0,MEDICAL,C,7000,13.61,0,0.2,Y,2
22,54800,OWN,7.0,EDUCATION,A,8000,,0,0.15,N,2
24,35000,RENT,8.0,MEDICAL,B,7000,12.69,0,0.2,N,2
26,54828,MORTGAGE,10.0,EDUCATION,E,5000,16.82,0,0.09,N,4
23,35000,RENT,5.0,DEBTCONSOLIDATION,A,7000,6.03,0,0.2,N,2
24,54870,OWN,3.0,VENTURE,A,1000,8.59,0,0.02,N,2
25,54900,MORTGAGE,2.0,HOMEIMPROVEMENT,B,3000,10.99,0,0.05,N,2
25,48902,MORTGAGE,9.0,PERSONAL,C,6000,15.23,1,0.12,Y,3
24,35000,RENT,9.0,PERSONAL,A,7000,5.99,0,0.2,N,2
26,35000,RENT,5.0,VENTURE,B,7000,10.99,0,0.2,N,4
23,54960,MORTGAGE,7.0,EDUCATION,A,5500,6.03,0,0.1,N,3
23,35000,RENT,0.0,EDUCATION,B,7000,10.99,0,0.2,N,3
22,54996,MORTGAGE,6.0,DEBTCONSOLIDATION,B,25000,12.42,0,0.45,N,2
25,35000,RENT,2.0,PERSONAL,A,7000,8.94,0,0.2,N,3
23,54996,MORTGAGE,7.0,EDUCATION,B,2100,11.49,0,0.04,N,3
21,35000,RENT,5.0,VENTURE,C,7000,11.34,0,0.2,Y,3
21,29000,RENT,5.0,MEDICAL,D,7000,12.61,1,0.24,Y,2
23,54996,MORTGAGE,2.0,MEDICAL,B,1925,10.59,0,0.04,N,4
22,35350,RENT,3.0,DEBTCONSOLIDATION,B,7000,9.99,0,0.2,N,3
24,54996,MORTGAGE,8.0,VENTURE,A,5500,5.99,0,0.1,N,4
22,29654,RENT,3.0,EDUCATION,C,7000,14.22,1,0.24,N,3
24,36000,RENT,1.0,MEDICAL,A,7000,6.03,0,0.19,N,3
23,36000,RENT,1.0,EDUCATION,A,7000,7.9,0,0.19,N,4
23,36000,RENT,5.0,VENTURE,B,7000,10.65,0,0.19,N,2
23,36000,RENT,3.0,EDUCATION,B,7000,9.99,0,0.19,N,3
23,54996,MORTGAGE,7.0,DEBTCONSOLIDATION,B,15000,,0,0.27,N,2
22,54996,MORTGAGE,3.0,EDUCATION,B,12000,9.63,0,0.22,N,2
24,54996,OWN,4.0,EDUCATION,B,10000,10.37,0,0.18,N,4
25,30000,RENT,0.0,EDUCATION,E,7000,,1,0.23,Y,2
26,36000,RENT,1.0,VENTURE,A,7000,8.94,0,0.19,N,3
26,36120,RENT,0.0,PERSONAL,C,7000,14.22,0,0.19,N,4
23,31000,RENT,7.0,HOMEIMPROVEMENT,B,7000,,1,0.23,N,3
24,37000,RENT,2.0,PERSONAL,B,7000,9.99,0,0.19,N,2
24,37000,RENT,2.0,MEDICAL,A,7000,7.51,0,0.19,N,4
22,54996,MORTGAGE,3.0,EDUCATION,B,5000,10.75,0,0.09,N,3
22,37000,RENT,0.0,PERSONAL,B,7000,10.95,0,0.19,N,4
25,37200,RENT,0.0,DEBTCONSOLIDATION,B,7000,12.42,0,0.19,N,3
25,37200,RENT,6.0,VENTURE,A,7000,7.14,0,0.19,N,4
21,48996,MORTGAGE,5.0,VENTURE,D,15000,15.58,1,0.31,Y,3
21,37200,RENT,1.0,DEBTCONSOLIDATION,B,7000,10.99,0,0.19,N,3
23,54996,MORTGAGE,7.0,PERSONAL,C,8000,14.35,0,0.15,N,4
25,48996,MORTGAGE,8.0,PERSONAL,B,5000,9.88,1,0.1,N,2
23,37500,RENT,5.0,PERSONAL,B,7000,12.69,0,0.19,N,4
22,37740,RENT,6.0,MEDICAL,A,7000,,0,0.19,N,3
25,54996,MORTGAGE,0.0,VENTURE,A,10000,8.94,0,0.18,N,2
22,32000,RENT,0.0,PERSONAL,D,7000,,1,0.22,Y,4
26,38000,RENT,5.0,EDUCATION,A,7000,7.51,0,0.18,N,3
25,38400,RENT,0.0,DEBTCONSOLIDATION,B,7000,9.99,0,0.18,N,2
23,38500,RENT,2.0,MEDICAL,B,7000,11.14,0,0.18,N,2
21,39600,RENT,3.0,EDUCATION,D,7000,14.96,0,0.18,Y,2
22,39996,RENT,3.0,PERSONAL,B,7000,9.63,0,0.18,N,4
22,48996,OTHER,3.0,DEBTCONSOLIDATION,D,10000,14.11,1,0.2,N,4
24,54996,OWN,0.0,VENTURE,B,12000,11.26,0,0.22,N,3
24,54996,MORTGAGE,8.0,MEDICAL,B,19000,10.83,0,0.35,N,3
24,39996,RENT,1.0,MEDICAL,C,7000,13.11,0,0.18,N,3
22,40000,RENT,0.0,DEBTCONSOLIDATION,B,7000,10.65,0,0.17,N,2
22,40000,RENT,6.0,MEDICAL,A,7000,7.9,0,0.17,N,2
22,40000,RENT,2.0,EDUCATION,B,7000,11.99,0,0.17,N,4
22,40000,RENT,1.0,DEBTCONSOLIDATION,B,7000,11.11,0,0.17,N,3
21,40000,RENT,3.0,EDUCATION,D,7000,14.46,0,0.17,N,3
24,40000,RENT,3.0,VENTURE,A,7000,7.88,0,0.17,N,4
22,40000,RENT,1.0,EDUCATION,B,7000,11.14,0,0.17,N,4
22,55000,MORTGAGE,2.0,MEDICAL,B,20000,11.71,0,0.36,N,2
25,40000,RENT,2.0,DEBTCONSOLIDATION,A,7000,8.94,0,0.17,N,3
24,34000,RENT,0.0,EDUCATION,E,7000,17.04,1,0.21,N,2
23,55000,MORTGAGE,8.0,VENTURE,B,7200,11.71,0,0.13,N,3
23,55000,MORTGAGE,3.0,PERSONAL,A,7500,7.51,0,0.14,N,2
23,40000,RENT,4.0,MEDICAL,B,7000,11.58,0,0.17,N,3
24,40000,RENT,2.0,EDUCATION,C,7000,11.34,0,0.17,Y,2
24,40040,RENT,0.0,MEDICAL,C,7000,13.23,0,0.17,Y,3
23,34320,RENT,5.0,DEBTCONSOLIDATION,F,7000,18.3,1,0.2,Y,3
24,55000,MORTGAGE,8.0,MEDICAL,B,15000,9.91,0,0.27,N,3
25,55000,MORTGAGE,6.0,PERSONAL,C,15000,15.27,0,0.27,N,3
24,40800,RENT,0.0,MEDICAL,B,7000,11.86,0,0.17,N,2
21,41000,RENT,5.0,EDUCATION,A,7000,5.79,0,0.17,N,3
22,55000,MORTGAGE,5.0,EDUCATION,D,11100,16.77,0,0.2,N,2
23,55000,MORTGAGE,7.0,MEDICAL,A,2800,,0,0.05,N,2
24,55000,MORTGAGE,5.0,PERSONAL,B,3100,11.71,0,0.06,N,2
22,55000,MORTGAGE,6.0,EDUCATION,C,1400,13.49,0,0.03,N,3
22,35000,RENT,2.0,MEDICAL,F,7000,18.09,1,0.2,Y,2
23,55000,MORTGAGE,7.0,VENTURE,A,5200,8.9,0,0.09,N,4
26,55000,MORTGAGE,6.0,EDUCATION,A,11500,8.9,0,0.21,N,4
24,41000,RENT,1.0,MEDICAL,C,7000,12.53,0,0.17,N,2
25,55000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,8000,6.03,0,0.15,N,4
22,55000,MORTGAGE,6.0,PERSONAL,C,3250,13.49,0,0.06,Y,4
24,55000,MORTGAGE,1.0,MEDICAL,B,5225,9.91,0,0.1,N,4
22,42000,RENT,2.0,EDUCATION,C,7000,14.27,0,0.17,N,2
26,55000,MORTGAGE,6.0,PERSONAL,B,3775,11.71,0,0.07,N,3
26,42000,RENT,10.0,DEBTCONSOLIDATION,A,7000,,0,0.17,N,2
25,55000,MORTGAGE,1.0,EDUCATION,A,6400,6.03,0,0.12,N,3
